Date,Payment_Mode,Volume,Value,ATS,MoM,YoY,log_volume,log_value,is_covid_shock,is_policy_change,is_festive_month,is_fy_end,MoM_Anomaly
2022-09-01,IMPS,462231000.00000006,4544513100000.0,9831.69259526081,-1.0019082947640645,20.096318686463242,19.951575324087663,29.14494170910643,0,0,0,0,0
2022-10-01,IMPS,482459000.0,4660817700000.0,9660.54669930502,4.376166894907518,12.024956405237418,19.99440650103955,29.17021202077568,0,0,1,0,0
2022-11-01,IMPS,463480000.0,4546786700000.0,9810.103348580305,-3.9338057741694077,12.487227840758774,19.954273792093137,29.145441879620527,0,0,1,0,0
2022-12-01,IMPS,485837000.0,4865521300000.0,10014.719545855914,4.82372486407181,9.673217663763655,20.001383734662145,29.213194978960665,0,1,0,0,0
2023-01-01,IMPS,474508000.0,4774914700000.0,10062.875020020738,-2.3318520409108423,7.800342138204774,19.97778903572461,29.194397225827334,0,0,0,0,0
2023-02-01,IMPS,447813222.00000006,4686471328992.37,10465.236618208583,-5.6257803872642675,6.3863725883814615,19.91988678826739,29.17570103332748,0,0,0,0,0
2023-03-01,IMPS,497056470.99999994,5462346546230.11,10989.388258522664,10.99638121002151,1.0275326676165264,20.02421420134867,29.32889958373234,0,0,0,1,0
2023-04-01,IMPS,495792846.0,5210502583664.32,10509.434788545377,-0.2542216174065137,5.124154732775543,20.021668748255937,29.281697432236044,0,0,0,0,0
2023-05-01,IMPS,501549000.0,5275577300000.0,10518.568076100242,1.1609998099891827,3.45205264710311,20.03321186747262,29.29410923006077,0,0,0,0,0
2023-06-01,IMPS,468101559.0,5004819643517.57,10691.738891469,-6.6688281703283225,2.721205132312643,19.964195836749692,29.241422492785222,0,0,0,0,0
2023-07-01,IMPS,489710132.0,5123118679309.2705,10461.532944777362,4.616214704809396,6.2669817503200775,20.009324206677007,29.264784486596064,0,0,0,0,0
2023-08-01,IMPS,489164875.0,5142795348444.58,10513.41911752061,-0.11134280554359055,4.76664082294409,20.008210158300056,29.268617889676936,0,0,0,0,0
2023-09-01,IMPS,472896566.0,5074972406563.95,10731.675320653418,-3.3257312271245953,2.3074103640820187,19.974387246010238,29.25534220371136,0,0,0,0,0
2023-10-01,IMPS,492880000.0,5382385100000.0,10920.27491478656,4.22575155684255,2.1599762881405526,20.01577629467059,29.314152718999345,0,0,1,0,0
2023-11-01,IMPS,472384000.0,5350017100000.0,11325.567970126,-4.158415841584162,1.9211184948649374,19.97330277211186,29.30812087309304,0,0,1,0,0
